"genus","species","imageURL","uploaded","license"
"Geranium","richardsonii","https://static.inaturalist.org/photos/1120174/small.JPG?1410995768","Kenneth Bader","Creative Commons Attribution-NonCommercial License"
"Geranium","viscosissimum","https://static.inaturalist.org/photos/3572999/small.jpg?1462383475","Courtney Moulton","Creative Commons Attribution-NonCommercial License"
"Glyceria","canadensis","https://static.inaturalist.org/photos/9891948/small.jpeg?1503257279","Colin Chapman","Creative Commons Attribution-NonCommercial License"
"Gleditsia","triacanthos","https://static.inaturalist.org/photos/473443/small.jpg?1377552871","Brian-Sean Early","Creative Commons Attribution-NonCommercial License"
"Hamamelis","virginiana","https://static.inaturalist.org/photos/236752/small.jpg?1358389583","charlie","Creative Commons Attribution License"
"Hedysarum","boreale","https://static.inaturalist.org/photos/8570635/small.jpg?1498084131","Chris","Creative Commons Attribution-NonCommercial License"
"Heuchera","cylindrica","https://static.inaturalist.org/photos/16377021/small.jpg?1524802822","Alex Wright","Creative Commons Attribution-NonCommercial License"
"Heracleum","maximum","https://static.inaturalist.org/photos/104371/small.jpg","kueda","Creative Commons Attribution License"
"Helianthus","nuttallii","https://static.inaturalist.org/photos/58768673/small.jpeg?1577733905","jengaia","Creative Commons Attribution-NonCommercial License"
"Heterotheca","villosa","https://static.inaturalist.org/photos/3733997/small.jpg?1463760175","megswan","Creative Commons Attribution-NonCommercial License"
"Hibiscus","laevis","https://static.inaturalist.org/photos/2169485/small.jpg?1444749778","Andrew Cannizzaro","Creative Commons Attribution License"
